activity_id,smiles,standard_value,scaffold,split
CHEMBL2158827,O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.0,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,train
CHEMBL370657,Cn1c(-c2ccccc2C(F)(F)F)nnc1C12CCC(c3noc(-c4ccc(F)cc4)n3)(CC1)CC2,3.0,c1ccc(-c2nnc(C34CCC(c5noc(-c6ccccc6)n5)(CC3)CC4)[nH]2)cc1,train
CHEMBL180334,CN(C(=O)Cc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL254370,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccccc1,3.0,O=c1c(NCc2ccccc2)c(Nc2ccccc2)c1=O,valid
CHEMBL1917454,Cc1c(Oc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,3.0,c1ccc(Oc2c[nH]c3ccccc23)cc1,train
CHEMBL1773254,O=C(O)CCc1ccc(OCc2cccc(Br)c2)cc1,3.0,c1ccc(COc2ccccc2)cc1,train
CHEMBL257027,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)[nH]c12,3.0,O=c1[nH]c2cnc(SCc3ccccc3)nc2[nH]1,train
CHEMBL1084863,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,3.0,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,train
CHEMBL1689119,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,5.0,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,test
CHEMBL2207662,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)cc1C(F)(F)F,6.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,train
CHEMBL313907,O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,5.0,O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,train
CHEMBL2207664,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,6.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,train
CHEMBL2018954,COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c2ccc(C)cc2)cc1OCCN(C)C,7.0,O=S(=O)(Nc1nccnc1OCc1ccccc1)c1ccccc1,train
CHEMBL2031224,COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,7.0,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccccc1,train
CHEMBL1689115,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1,5.0,O=S(=O)(Cc1ccccc1)N1CCCN(Cc2ccccc2)CC1,train
CHEMBL211631,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,5.0,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,train
CHEMBL284275,COc1ccc(Cc2c(N)n[nH]c2N)cc1,5.37,c1ccc(Cc2cn[nH]c2)cc1,train
CHEMBL2208422,N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,7.0,O=S(=O)(NCCCN1CCC(Oc2ccccc2)CC1)c1ccccc1,train
CHEMBL2017259,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,6.31,O=C(Nc1ccc(-n2ccnc2)nc1)c1ccccc1,train
CHEMBL2070946,N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,6.76,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nccs2)CC1,train
CHEMBL521509,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,7.0,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,train
CHEMBL1778637,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,3.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL2171024,O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,O=C(c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,test
CHEMBL1778652,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,3.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL1917431,Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,3.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,valid
CHEMBL8232,COc1cccc(Oc2cncnc2O)c1,3.0,c1ccc(Oc2cncnc2)cc1,test
CHEMBL437526,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,3.0,O=C1CC(NC(=O)C2CCCN3C(=O)CCC(NC(=O)c4nccc5ccccc45)C(=O)N23)CO1,train
CHEMBL2158832,O=C(O)c1cccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,c1ccc(CN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL1689135,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,3.0,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,train
CHEMBL1539037,COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,3.98,O=C(CCc1cnc2ncnn2c1)Nc1ccccc1,test
CHEMBL1743245,Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1,4.0,O=C(Nc1ccc(N=Nc2ccccc2)cc1)c1ccn[nH]1,train
CHEMBL350563,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(Cl)cncc3Cl)CC2)CC1,4.0,N=C(c1ccccc1)C1CCN(C2CCN(C(=O)c3ccncc3)CC2)CC1,test
CHEMBL62136,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,3.0,O=S(=O)(Nc1ccccc1)c1ccccc1,train
CHEMBL1071,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,3.0,c1ccc(-c2ncoc2-c2ccccc2)cc1,train
CHEMBL9967,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,3.0,O=C1Nc2cccnc2N(C(=O)CN2CCNCC2)c2ccccc21,test
CHEMBL1934421,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(CC(F)(F)F)CC2)cc1,3.0,O=S(=O)(Nc1ccnn1C1CCNCC1)c1ccccc1,train
CHEMBL315708,c1ccc(-c2[nH]nc3ccccc23)cc1,3.0,c1ccc(-c2[nH]nc3ccccc23)cc1,train
CHEMBL2158825,O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,train
CHEMBL1917447,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,3.0,O=S(=O)(c1ccccc1)c1c[nH]c2ccccc12,train
CHEMBL370552,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)C(C)(C)C)cc2)CC1,3.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL443,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,3.0,O=S(=O)(Nc1ccon1)c1ccccc1,train
CHEMBL700,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,3.0,O=S(=O)(Nc1ccccn1)c1ccccc1,train
CHEMBL2158833,O=C(O)c1ccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.0,c1ccc(CN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL1778630,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccccc1-c1ccccc1,3.0,c1ccc(-c2ccccc2-c2ccccc2)cc1,train
CHEMBL1917426,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,3.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,valid
CHEMBL305513,Nc1nc2ccccc2[nH]1,3.0,c1ccc2[nH]cnc2c1,train
CHEMBL375166,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,4.0,O=C(c1c(Cc2cn[nH]c2)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCO1,train
CHEMBL2207665,Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O,4.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,train
CHEMBL1531981,Cc1oc(-c2ccccc2)cc1C(=O)Nc1cccc(C(=O)O)c1,4.17,O=C(Nc1ccccc1)c1coc(-c2ccccc2)c1,train
CHEMBL2059910,CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,3.0,c1cncc(-c2ccc3ncnn3c2)c1,train
CHEMBL2158831,O=C(O)c1ccccc1CN1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,c1ccc(CN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL2171038,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,train
CHEMBL1778649,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@@H](C)C(=O)O)c(C)c1,3.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL2207659,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,3.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cn[nH]c1,train
CHEMBL257830,N#Cc1ccc2[nH]c(-c3ccc(F)cc3)c(CCCC(=O)NS(N)(=O)=O)c2c1,3.0,c1ccc(-c2cc3ccccc3[nH]2)cc1,train
CHEMBL98760,CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,3.0,c1ccc(Nc2nc(N3CCOCC3)nc3ccccc23)cc1,train
CHEMBL274713,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,3.0,c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,train
CHEMBL1829783,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@@](CCO)(c2ccc(F)cc2)OC1=O,3.0,O=C1OC(c2ccccc2)CCN1Cc1ccc(-c2ccccc2)cc1,train
CHEMBL403963,C(=C/c1nn[nH]n1)\c1ccccc1,3.0,C(=Cc1nn[nH]n1)c1ccccc1,train
CHEMBL2158781,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL2158773,Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL1778620,Nc1ccc(OCC(=O)O)c(-c2ccccc2)c1,3.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL1921917,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccncc3)CCC1CC2)(c1ccccc1)N1CCCCC1,45.0,O=C(OC1C[N+]2(CCCc3ccncc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,train
CHEMBL2178393,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,54.95,O=C(Cc1ccccc1)Nc1nnc(CCSCCc2nncs2)s1,train
CHEMBL1263,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,58.0,c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,train
CHEMBL343199,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)CCN2,66.07,c1ccc(C2=Nc3cnccc3NCC2)cc1,train
CHEMBL223402,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,11.22,O=C(Nc1ccccc1)NC1N=C(c2ccccc2)c2ccccc2NC1=O,train
CHEMBL1412343,Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,46.77,O=C(CCS(=O)(=O)c1cccs1)Nc1ccccc1,train
CHEMBL1164165,O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,53.7,O=c1[nH]c(-c2ccccc2)nc2ccccc12,train
CHEMBL1916267,CCC(CC)NC(=O)c1cnn(Cc2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,59.0,O=S(=O)(Nc1ccnn1Cc1ccccc1)c1ccccc1,train
CHEMBL511115,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,13.0,c1cc(OC2CCCC2)cc(C2CCCCC2)c1,test
CHEMBL109244,O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,11.0,O=C(NCCCCCCNCCc1cccc2ncsc12)Nc1ccccc1,train
CHEMBL1857945,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12,11.22,c1ccc(-c2ccn3nc(-c4ccccc4)cc3n2)cc1,train
CHEMBL110861,Oc1nc2c(O)ccc(CCNCCOCCCOCCc3ccccc3)c2s1,56.0,c1ccc(CCOCCCOCCNCCc2cccc3ncsc23)cc1,test
CHEMBL1483,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,34.67,c1ccc2[nH]cnc2c1,train
CHEMBL369311,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,16.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL1917445,Cc1ccc2c(c1)c([S+]([O-])c1ccc(Cl)cc1)c(C)n2CC(=O)O,3.0,c1ccc([SH+]c2c[nH]c3ccccc23)cc1,valid
CHEMBL211677,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,3.0,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,train
CHEMBL2147475,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,3.0,O=c1c2sc(-c3ccccc3)cc2ncn1-c1ccc(OCCC2CC2)cc1,train
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,3.0,c1ccc2ccccc2c1,train
CHEMBL1614705,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,3.0,c1ccc(-c2n[nH]c(C3CCNCC3)c2-c2ccncn2)cc1,train
CHEMBL2031229,Cc1ccc(NC(=O)c2ccccc2F)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.0,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccccc1,train
CHEMBL390191,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1,3.0,c1nc(CSc2ncc3scnc3n2)cs1,train
CHEMBL2158771,N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL1689126,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,3.0,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,train
CHEMBL589973,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,3.0,O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccccc1,test
CHEMBL267144,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C,30.9,O=C1CNc2ccccc2CCN1,train
CHEMBL557697,O=C(O)c1cccc(-c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)c1,33.0,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc2nc(-c3ccccc3)ccc12,train
CHEMBL2023489,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,24.55,O=C(Cc1ccc(Oc2ccnc3ccccc23)cc1)Nc1cn[nH]c1,train
CHEMBL2325704,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,11.22,c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,train
CHEMBL1778629,CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,12.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL481,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,13.49,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3,train
CHEMBL2207666,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,17.25,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL453222,COCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,20.0,c1ccc(-c2cccs2)cc1,valid
CHEMBL22442,CCCc1cc(OCc2ccccc2)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,20.42,O=c1cc(OCc2ccccc2)ccn1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,train
CHEMBL128613,CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,20.5,O=C(c1cc2ccccc2[nH]1)N1CCNCC1,train
CHEMBL2170985,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O,21.38,O=C(NCCCSCC1CCC(n2cnc3cncnc32)O1)NCc1ccccc1,train
CHEMBL2325719,Cc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)cc(C2(S(C)(=O)=O)CC2)n1,5.75,c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,train
CHEMBL2103840,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,150.0,c1c[nH+]cc(CNc2cc(N3CCCCC3)nc3ccnn23)c1,valid
CHEMBL1800660,CCCCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,150.0,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2[nH]c(=O)sc12,train
CHEMBL2349318,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12,52.48,O=c1[nH]c2nc(SCc3ccccc3)ncc2s1,train
CHEMBL1916275,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)c(C)nn2-c2ccccc2)cc1,53.0,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,train
CHEMBL1945299,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,56.0,O=c1[nH]c2cccc(CCNCCc3cccc(CCNCc4ccccc4)c3)c2s1,train
CHEMBL1916276,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1,59.0,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,train
CHEMBL1643194,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,6.0,O=C(Nc1ccccc1)C1c2ccccc2CN1Cc1ccccc1,train
CHEMBL1917418,Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,7.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,valid
CHEMBL1921913,C[C@@](C(=O)O[C@H]1C[N+]2(CCc3c[nH]c4ccccc34)CCC1CC2)(c1ccccc1)N1CCCCC1,66.0,O=C(OC1C[N+]2(CCc3c[nH]c4ccccc34)CCC1CC2)C(c1ccccc1)N1CCCCC1,train
CHEMBL1945291,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,45.0,O=c1[nH]c2cccc(CCNCCc3cccc(CNCc4ccccc4)c3)c2s1,train
CHEMBL1945041,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,47.0,O=c1[nH]c2cccc(CCNCCc3cccc(CNCc4ccccc4)c3)c2s1,train
CHEMBL380732,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,62.0,c1ccc(CSc2ncc3scnc3n2)cc1,train
CHEMBL396043,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,66.0,c1ccc(CSc2ncc3sc(NC4CC4)nc3n2)cc1,train
CHEMBL1460615,O=S1(=O)CC(O)C(N2CCC(c3ccccc3)CC2)C1,5.25,O=S1(=O)CCC(N2CCC(c3ccccc3)CC2)C1,train
CHEMBL2326623,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@H]2COCCN2)c1,58.5,O=C(NCc1cccc(Cn2nc(NS(=O)(=O)c3cccs3)c3ccccc32)c1)C1COCCN1,train
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,66.0,c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1,train
CHEMBL1868114,COCCNc1nc(NCc2ccccc2F)c2sccc2n1,150.0,c1ccc(CNc2ncnc3ccsc23)cc1,train
CHEMBL2031227,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,7.0,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccccc1,train
CHEMBL105462,C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,61.66,O=C(CCc1c[nH]cn1)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,train
CHEMBL550438,CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,38.0,O=C(CC1CCCCC1)Nc1cccc2ncccc12,train
CHEMBL1779497,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,8.5,O=C(NCC1CCCCC1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,train
CHEMBL111732,CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,150.0,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2ncsc12,valid
CHEMBL127066,Oc1nc(-c2ccccc2)nc2ccccc12,150.0,c1ccc(-c2ncc3ccccc3n2)cc1,train
CHEMBL2312113,COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c2ccc3c(c2)OCO3)c(OC)c1,150.0,O=C(CC(c1ccccc1)c1ccc2c(c1)OCO2)N1CCCCC1,train
CHEMBL514980,CN(CCOc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1)Cc1ccccc1,150.0,c1ccc(CNCCOc2ccccc2-c2cccs2)cc1,train
CHEMBL1770477,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ncccc4[nH]3)c(C)c2c1,150.0,O=C(NCc1nc2ncccc2[nH]1)c1cc2ccccc2o1,test
CHEMBL450470,COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,150.0,O=C(NC1CCCC1)C(Nc1ccccc1)c1ccccc1,train
CHEMBL112747,COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,3.0,O=C(c1ccccc1)N1CCC(Nc2ccccn2)CC1,valid
CHEMBL361546,O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O,3.0,O=c1[nH]c(=O)n(CC2COc3ccccc3O2)c2ccsc12,train
CHEMBL1917423,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,3.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,valid
CHEMBL2158772,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL1956163,O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1,24.55,O=C(Nc1cccc2cccnc12)C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)CC1,train
CHEMBL837,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,25.12,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CHEMBL182878,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,26.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL1523918,O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccc(Cl)cc1,16.0,O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccccc1,test
